adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/A4JG9mkAjOQ3XNJy2oji1Jr224R.jpg,"[28, 35, 878]",533535,en,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.",10109.162,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg,2024-07-24,Deadpool & Wolverine,False,8.0,969
False,/tncbMvfV0V07UZozXdBEq4Wu9HH.jpg,"[28, 80, 53, 35]",573435,en,Bad Boys: Ride or Die,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",4694.756,/nP6RliHjxsz4irTKsxe8FRhKZYl.jpg,2024-06-05,Bad Boys: Ride or Die,False,7.659,1191
False,/stKGOm8UyhuLPR9sZLjs5AkmncA.jpg,"[16, 10751, 12, 35]",1022789,en,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",3406.362,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg,2024-06-11,Inside Out 2,False,7.634,2177
False,/5g2n3ilC8DpYv4diJeuQ1vKG2Kb.jpg,"[16, 10751, 35, 28]",519182,en,Despicable Me 4,"Gru and Lucy and their girls — Margo, Edith and Agnes — welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Meanwhile, Gru faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.",2968.125,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg,2024-06-20,Despicable Me 4,False,7.206,471
False,/en971MEXui9diirXlogOrPKmsEn.jpg,"[28, 12, 35]",293660,en,Deadpool,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",1045.895,/3E53WEZJqP6aM84D8CckXx4pIHw.jpg,2016-02-09,Deadpool,False,7.619,30326
False,/Akv9GlCCMrzcDkVz4ad8MdLl9DK.jpg,"[16, 35, 10751, 12]",748783,en,The Garfield Movie,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",1343.036,/p6AbOJvMQhBmffd0PIv0u8ghWeY.jpg,2024-04-30,The Garfield Movie,False,7.205,628
False,/dsGwCEO8tda4FlgHKvL95f0oQbH.jpg,"[16, 878, 28]",1209290,en,Justice League: Crisis on Infinite Earths Part Three,"Now fully revealed as the ultimate threat to existence, the Anti-Monitor wages an unrelenting attack on the surviving Earths that struggle for survival in a pocket universe. One by one, these worlds and all their inhabitants are vaporized! On the planets that remain, even time itself is shattered, and heroes from the past join the Justice League and their rag-tag allies against the epitome of evil. But as they make their last stand, will the sacrifice of the superheroes be enough to save us all?",1114.605,/a3q8NkM8uTh9E23VsbUOdDSbBeN.jpg,2024-07-16,Justice League: Crisis on Infinite Earths Part Three,False,7.711,109
False,/2RVcJbWFmICRDsVxRI8F5xRmRsK.jpg,"[27, 878, 53]",762441,en,A Quiet Place: Day One,"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.",1899.794,/yrpPYKijwdMHyTGIOd1iK1h0Xno.jpg,2024-06-26,A Quiet Place: Day One,False,6.98,689
False,/iIvjwrDPQHCU4NjbbKpNs88uk6G.jpg,"[28, 35]",1048241,en,My Spy The Eternal City,"JJ, a veteran CIA agent, reunites with his protégé Sophie, in order to prevent a catastrophic nuclear plot targeting the Vatican.",979.672,/Bf3vCfM94bSJ1saZlyi0UW0e0U.jpg,2024-07-18,My Spy The Eternal City,False,6.8,163
False,/wNAhuOZ3Zf84jCIlrcI6JhgmY5q.jpg,"[28, 12, 878]",786892,en,Furiosa: A Mad Max Saga,"As the world fell, young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance, Furiosa must survive many trials as she puts together the means to find her way home.",1009.961,/iADOJ8Zymht2JPMoy3R7xceZprc.jpg,2024-05-22,Furiosa: A Mad Max Saga,False,7.651,2394
False,/fqv8v6AycXKsivp1T5yKtLbGXce.jpg,"[878, 12, 28]",653346,en,Kingdom of the Planet of the Apes,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",1073.095,/gKkl37BQuKTanygYQG1pyYgLVgf.jpg,2024-05-08,Kingdom of the Planet of the Apes,False,7.175,2162
False,/dn3gbDpXPSwC6saMJOHkCiFA9jn.jpg,"[14, 12, 10751, 35]",974262,en,Descendants: The Rise of Red,"After the Queen of Hearts incites a coup on Auradon, her rebellious daughter Red and Cinderella's perfectionist daughter Chloe join forces and travel back in time to try to undo the traumatic event that set Red's mother down her villainous path.",1016.244,/8fYluTtB3b3HKO7KQa5tzrvGaps.jpg,2024-07-11,Descendants: The Rise of Red,False,7.028,214
False,/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,"[28, 35, 12]",383498,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,944.156,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2018-05-10,Deadpool 2,False,7.49,17388
False,/9Y9wTgrMk4G1YNPDDekNk7dybwx.jpg,"[28, 12, 10752]",1152624,en,3 Days in Malay,"Marines stationed at an airfield in Malay during WWII get wind of a coming raid by the Japanese. Unable to get reinforcements approved, they engage in a harrowing 3-day battle against enemy forces.",911.363,/hqnfqeCILvgKGWKOut5lVdxdeJh.jpg,2023-08-11,3 Days in Malay,False,5.0,16
False,/wPNI1fd18z5TKBOK9Mv9Rfjb0j0.jpg,"[53, 18, 28, 80]",729165,en,Out of Exile,"Recently paroled thief Gabriel Russell tries to balance his life and mend a troubled family as an FBI agent hunts him down, along with his crew after a botched armored car robbery.",662.446,/jgF5XaXnJmOgMxulhy2k1f9LNNc.jpg,2023-01-20,Out of Exile,False,6.383,30
False,/s5znBQmprDJJ553IMQfwEVlfroH.jpg,"[28, 35, 10752, 18]",799583,en,The Ministry of Ungentlemanly Warfare,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",834.834,/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,2024-04-18,The Ministry of Ungentlemanly Warfare,False,7.195,609
False,/59AJ2w9tKRSbBpnxKfB5UyIg6Jf.jpg,"[27, 53]",1010600,en,The Strangers: Chapter 1,"After their car breaks down in an eerie small town, a young couple are forced to spend the night in a remote cabin. Panic ensues as they are terrorized by three masked strangers who strike with no mercy and seemingly no motives.",719.324,/cdFZoQDxLRRWXLB3kxCnc674dBF.jpg,2024-05-15,The Strangers: Chapter 1,False,6.0,238
False,/rrwt0u1rW685u9bJ9ougg5HJEHC.jpg,"[28, 35, 80]",280180,en,Beverly Hills Cop: Axel F,"Forty years after his unforgettable first case in Beverly Hills, Detroit cop Axel Foley returns to do what he does best: solve crimes and cause chaos.",543.672,/zszRKfzjM5jltiq8rk6rasKVpUv.jpg,2024-06-20,Beverly Hills Cop: Axel F,False,6.881,751
False,/veIyxxi5Gs8gvztLEW1Ysb8rrzs.jpg,"[878, 28, 12]",823464,en,Godzilla x Kong: The New Empire,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",699.602,/z1p34vh7dEOnLDmyCrlUVLuoDzd.jpg,2024-03-27,Godzilla x Kong: The New Empire,False,7.2,3308
False,/xKJTWGvheOMMlTHgrjN18KaD9Ra.jpg,"[27, 53]",1174618,en,Alice in Terrorland,"A recently bereaved teenage girl goes to live with her aunt in a secluded woodland house, unaware that sinister forces lurk within.",681.108,/5XJGvr8g9jkmN6KUIOQOj2iE6K4.jpg,2023-12-26,Alice in Terrorland,False,6.097,113
False,/z121dSTR7PY9KxKuvwiIFSYW8cf.jpg,"[10752, 28, 18]",929590,en,Civil War,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war.",524.935,/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,2024-04-10,Civil War,False,6.978,2030
False,/8fNBsXpgMvqk75SPsZzTmIqSRxY.jpg,"[27, 53]",646683,en,The Exorcism,"A troubled actor begins to unravel while shooting a supernatural horror film, leading his estranged daughter to wonder if he's slipping back into his past addictions or if there's something more sinister at play.",579.436,/ar2h87jlTfMlrDZefR3VFz1SfgH.jpg,2024-05-30,The Exorcism,False,4.555,91
False,/oSJV6nAfHzyE9v6oEAXmDjbko00.jpg,"[14, 12]",943344,zh,地底怪物,"Near a remote town, the repeated dumping of toxic waste causes an underground cave dweller to mutate into a hideous monster. A construction team that is digging a tunnel accidentally disturb the creature's habitat causing it to attack.",489.901,/lWVwWRLqpS1OaNg7KT0ZecSW0PK.jpg,2023-04-27,Underground Monster,False,3.75,8
False,/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,"[16, 10751, 12, 18, 35]",150540,en,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",511.051,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-17,Inside Out,False,7.914,21339
False,/qwhnq8pkFEAFXRwmscISOKK90Mu.jpg,"[28, 53]",560016,en,Monkey Man,"Kid is an anonymous young man who ekes out a meager living in an underground fight club where, night after night, wearing a gorilla mask, he is beaten bloody by more popular fighters for cash. After years of suppressed rage, Kid discovers a way to infiltrate the enclave of the city’s sinister elite. As his childhood trauma boils over, his mysteriously scarred hands unleash an explosive campaign of retribution to settle the score with the men who took everything from him.",462.676,/4lhR4L2vzzjl68P1zJyCH755Oz4.jpg,2024-04-03,Monkey Man,False,7.036,661
False,/iwkWvcXcP8M4r9HLglhVEhgGyVu.jpg,"[28, 18, 27, 53]",1001311,fr,Sous la Seine,"In order to save Paris from an international bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",450.659,/qZPLK5ktRKa3CL4sKRZtj8UlPYc.jpg,2024-06-04,Under Paris,False,6.097,968
False,/5ZSwZPKgcTJJwhxjbOHeoBTVaKh.jpg,"[35, 28, 12]",567604,en,Once Upon a Deadpool,"A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2 as a Princess Bride-esque story that's full of magic, wonder & zero F's.",325.541,/5Ka49BWWyKMXr93YMbH5wLN7aAM.jpg,2018-12-11,Once Upon a Deadpool,False,7.093,727
False,/gsljBGOjBkbuNt3gvIDXQWnudn.jpg,"[28, 35, 80]",558144,en,Deadpool: No Good Deed,"Deadpool sees an opportunity to save the day, but it doesn't go entirely as planned.",296.578,/wlKU9yB0Q8nfPMakBcSBT0JGS7.jpg,2017-03-03,Deadpool: No Good Deed,False,7.1,484
False,/1XDDXPXGiI8id7MrUxK36ke7gkX.jpg,"[16, 10751, 14]",1011985,en,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",437.848,/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg,2024-03-02,Kung Fu Panda 4,False,7.1,2343
False,/w22yUH5pAZ3CcTjbw9GEzPd5wxs.jpg,"[878, 35]",1242372,zh,从21世纪安全撤离,"On Planet K, unknown to anyone on Earth, three teenagers chosen by fate can travel back and forth twenty years into the future by sneezing. In the face of a shocking plot to destroy the world, they have nothing but crystal-clear stupidity and single-digit combat power, so how can they transform into heroes and fight against the super-villainous villains who are intent on destroying the world? How can they turn into heroes and fight against the super baddest villains intent on destroying the world? The ""King Bomb"" brothers, who look like grown-ups but have minds like no other, will save the future on behalf of the K-Star!",490.973,/nZQPbD7IEKWiUDK7s9GKHwqP88g.jpg,2024-07-18,Escape from the 21st Century,False,9.5,2
False,/wsgni4E1UnBuvFouUUanSdniQi0.jpg,"[28, 12, 18]",718821,en,Twisters,"As storm season intensifies, the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.",485.383,/pjnD08FlMAIXsfOLKQbvmO0f0MD.jpg,2024-07-10,Twisters,False,7.202,282
False,/qwK9soQmmJ7kRdjLZVXblw3g7AQ.jpg,"[28, 12, 53, 80]",7451,en,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",440.172,/xeEw3eLeSFmJgXZzmF2Efww0q3s.jpg,2002-08-09,xXx,False,5.931,4128
False,/H5HjE7Xb9N09rbWn1zBfxgI8uz.jpg,"[28, 35]",746036,en,The Fall Guy,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.",375.264,/tSz1qsmSJon0rqjHBxXZmrotuse.jpg,2024-04-24,The Fall Guy,False,7.205,1704
False,/716FGefV5R7drdoCOjJtzbPyyY8.jpg,[27],1207898,en,The Jack in the Box: Rises,"When a creepy Jack-in-the-Box is discovered and opened on the grounds of an exclusive girls' school, six brave students soon enter a fight to the finish against the unleashed demon.",351.22,/oDVjlCTSyF6Fh8Fpm683MyGGnSG.jpg,2024-01-18,The Jack in the Box: Rises,False,6.842,73
False,/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg,"[18, 10749]",1010581,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",342.796,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,2023-06-08,My Fault,False,7.97,2745
False,/tqSg1hHiSWhHAhnjDhhevaFGsP0.jpg,"[28, 18]",1066262,en,The Convert,"Munro, a soldier turned lay preacher, comes to New Zealand to minister to the first British colonists, but he is converted by the powerful chief Maianui to serve a different purpose.",547.302,/e5ZqqPlhKstzB4geibpZh38w7Pq.jpg,2024-03-14,The Convert,False,6.474,19
False,/dbtGinhWWKgQLQ0hjZHMFWxBJcJ.jpg,"[28, 878, 27, 53]",1159518,en,Black Noise,"Members of an elite security team deployed to rescue a VIP on an exclusive island.The rescue mission becomes a desperate attempt to survive, escape the island and elude the sinister presence that seeks to harm them.",330.712,/snKpXexv5dtWqEKEmXrJtp8QGQC.jpg,2023-11-03,Black Noise,False,5.278,18
False,/jIka1cO3MIkFwEFJ0ziVhr37avW.jpg,"[10402, 28, 35]",1305095,en,Deadpool The Musical 2 - Ultimate Disney Parody!,"Watch as Deadpool sings and slays his way through a series of Disney songs and superhero teams, from The X-Men to The Avengers & more!",229.25,/bcxfS7d5V9a6oojs7CnIZ69tbKs.jpg,2018-07-10,Deadpool The Musical 2 - Ultimate Disney Parody!,False,9.5,3
False,/jt86ZDWeo5SuSryi3kzaysf1CWU.jpg,"[16, 12, 35, 28, 10751]",931405,zh,小虎墩大英雄,The film follows a young boy who sets out on a mission to try and track down his long lost parents.,334.366,/73PZdKGTj2PkIeBfRhTG5KJBY5X.jpg,2022-02-01,"Run, Tiger Run!",False,8.077,13
False,/nxxCPRGTzxUH8SFMrIsvMmdxHti.jpg,"[35, 14, 10751]",639720,en,IF,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,285.484,/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg,2024-05-08,IF,False,7.357,711
False,/2KGxQFV9Wp1MshPBf8BuqWUgVAz.jpg,"[16, 28, 12, 35, 10751]",940551,en,Migration,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",323.589,/ldfCF9RhR40mppkzmftxapaHeTo.jpg,2023-12-06,Migration,False,7.459,1587
False,/adAJDB2Au3x5ve2YyWaEYy4EUw.jpg,"[18, 10749, 35]",1191610,es,Goyo,"A young autistic museum guide lives by a strict routine — until he falls in love with his coworker and must confront a whirlwind of new, intense emotions.",347.628,/fCjC1RRbEJUpDjM55RNUMXQen0b.jpg,2024-06-27,Goyo,False,6.813,40
False,/uNTciMXpCQDg7gvgMsPCdnxo6Re.jpg,"[28, 53]",1114738,en,Boneyard,"After Police Chief Carter discovers the remains of eleven women, FBI Special Agent Petrovick is recruited to profile the serial killer responsible for the infamous ""boneyard"" killings. As the police force, narcotics agency, and FBI lock horns, a tangled web of intrigue turns everyone into a suspect.",329.799,/xkNK36hQv8SWiwiQoE7naRfP0zL.jpg,2024-07-05,Boneyard,False,5.7,46
False,/buawWBeKYjYfeiPoS2jIcjOrghZ.jpg,"[27, 53]",1214509,en,In a Violent Nature,"The enigmatic resurrection, rampage, and retribution of an undead monster in a remote wilderness unleashes an iconic new killer after a locket is removed from a collapsed fire tower that entombed its rotting corpse.",288.766,/hPfWHgq07nXbeldwEGxWB4JqwtE.jpg,2024-05-31,In a Violent Nature,False,5.82,128
False,/aATi2PtaOQCVAquCym6OU0Z4FjY.jpg,[28],704673,en,Trigger Warning,A Special Forces commando uncovers a dangerous conspiracy when she returns to her hometown looking for answers into her beloved father's death.,277.589,/lJN24nn28s5afC1UnLPYRgYOp1K.jpg,2024-06-20,Trigger Warning,False,5.841,364
False,/iafs5DG5fGq7ef0acl3xlX4BFrs.jpg,"[18, 10770]",1219685,fr,Un père idéal,"Michel, the jovial owner of the only café in a small Normandy town, sees his life turned upside down when his teenage daughter is murdered. The community has his back but soon rumor spreads and Michel is singled out. From the ideal father, he becomes the ideal culprit.",338.499,/4xJd3uwtL1vCuZgEfEc8JXI9Uyx.jpg,2024-04-21,An Ideal Father,False,6.598,66
False,/hU1Q9YVzdYhokr8a9gLywnSUMlN.jpg,"[16, 12, 28, 14, 10751]",1147400,fr,"Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire","Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?",330.243,/7Md3nuV0ZprBTnkdR3OrUCEsrSP.jpg,2023-10-21,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",False,7.356,347
False,/fw7NiOxIHq1FWGQCpSW5ZJcbGZR.jpg,"[27, 53]",1026819,en,The Hunted,"After their boat capsizes in the Mediterranean Sea, a group of refugees are rescued by rich Europeans who offer them shelter on an idyllic island. But the miracle soon becomes a nightmare when the saviors turn into ruthless manhunters.",266.322,/zgx7I0JfmHbGcbveNk4EK3jFuMk.jpg,2024-01-18,The Hunted,False,6.762,42
False,/wXx72bbhhnfORmlSNMWR28fPd8b.jpg,"[14, 9648, 53, 27]",1086747,en,The Watchers,"A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night.",248.983,/vZVEUPychdvZLrTNwWErr9xZFmu.jpg,2024-06-06,The Watchers,False,6.541,591
False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"[12, 28, 878]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",286.207,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.246,29189
False,/4woSOUD0equAYzvwhWBHIJDCM88.jpg,"[53, 27, 28]",1096197,en,No Way Up,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,240.742,/hu40Uxp9WtpL34jv3zyWLb5zEVY.jpg,2024-01-18,No Way Up,False,6.453,846
False,/Ahn9zBmRImn0uJ17IuQugjywQZB.jpg,"[12, 10751]",959098,fr,Le Dernier Jaguar,"Grown up in the Amazon rainforest, Autumn lives with Hope, the cute baby jaguar she adopted. However, a circumstance forces Autumn to return to New York. Autumn goes back into the jungle to save Hope from grave danger.",272.629,/ocHu00nOZzK0m9BsFdrFg3SglS0.jpg,2024-02-01,Autumn and the Black Jaguar,False,5.667,33
False,/fZv4EldEPurSz0d2uVIoL4Sng8x.jpg,"[28, 18, 53]",1016346,bn,MR-9: Do or Die,Elite Bangladeshi CIA agent Masud Rana – codename MR-9 – teams up with an American CIA operative to bring down an international criminal organization headed by a ruthless businessman.,268.435,/yF2g3MDacpZTMywh97qghW6Y0H4.jpg,2023-08-25,MR-9: Do or Die,False,6.519,130
False,/xOMo8BRK7PfcJv9JCnx7s5hj0PX.jpg,"[878, 12]",693134,en,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",281.366,/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,2024-02-27,Dune: Part Two,False,8.2,4934
False,/oavbmL3iddJUmC8nQjL6bLHwAP4.jpg,[27],719221,en,Tarot,"When a group of friends recklessly violate the sacred rule of Tarot readings, they unknowingly unleash an unspeakable evil trapped within the cursed cards. One by one, they come face to face with fate and end up in a race against death.",301.572,/gAEUXC37vl1SnM7PXsHTF23I2vq.jpg,2024-05-01,Tarot,False,6.7,724
False,/yHEFwHkU2NqRxBrAoGBfuhuqIL1.jpg,"[35, 28]",1143019,fr,Les Infaillibles,"When a gang of robbers provokes chaos in Paris and humiliates the police, the Minister of the Interior wants new blood at the helm of the investigation: Alia is from Marseille, fiery-tempered and unmanageable, Hugo is Parisian, valedictorian and meticulous. In short, they have every reason to hate each other. A forced alliance, for better or for worse, or maybe blossoming into something else?",224.766,/7PoIAvL3Io5v0HyBliXfXZruQTi.jpg,2024-06-20,The Infallibles,False,5.942,69
False,/cCBVpqqFHavVJofPCTHFfQWTuV2.jpg,"[27, 9648]",1130899,ja,ミンナのウタ,Takashi Shimizu's newest film is about a mysterious cassette tape containing a melody. People who hear this melody gradually begin to hum it themselves and become involved in a mysterious incident. What is the mystery behind this melody ?,244.882,/ziWLHm8xjuG2jQf9iIRC7XZZom8.jpg,2023-08-11,Sana,False,7.13,23
False,/9X7YweCJw3q8Mcf6GadxReFEksM.jpg,"[28, 18, 878]",263115,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",224.881,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,2017-02-28,Logan,False,7.82,18908
False,/fY3lD0jM5AoHJMunjGWqJ0hRteI.jpg,"[878, 27, 28]",940721,ja,ゴジラ-1.0,"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.",227.145,/hkxxMIGaiCTmrEArK7J56JTKUlB.jpg,2023-11-03,Godzilla Minus One,False,7.582,1960
False,/afd3Ewy8qhpubAXww7hagbqkvSA.jpg,"[10402, 35, 28]",1305088,en,Deadpool The Musical,"Who knew the ""Merc with a Mouth"" could sing?!  Check out this fan-made musical mashup of “Deadpool” and “Beauty & the Beast” featuring Wade’s own NSFW, mature-audiences version of the classic song “Gaston” from the original musical!",181.387,/xQfActArWkWXFgRnda3yfrwf8r0.jpg,2017-03-22,Deadpool The Musical,False,10.0,1
False,/3TNSoa0UHGEzEz5ndXGjJVKo8RJ.jpg,"[878, 28]",614933,en,Atlas,A brilliant counterterrorism analyst with a deep distrust of AI discovers it might be her only hope when a mission to capture a renegade robot goes awry.,293.534,/bcM2Tl5HlsvPBnL8DKP9Ie6vU4r.jpg,2024-05-23,Atlas,False,6.851,1022
False,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,"[16, 10751, 12, 14, 35]",502356,en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",243.674,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,2023-04-05,The Super Mario Bros. Movie,False,7.667,8727
False,/iQFcwSGbZXMkeyKrxbPnwnRo5fl.jpg,"[28, 12, 878]",634649,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",230.748,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,2021-12-15,Spider-Man: No Way Home,False,7.962,19670
False,/kVd3a9YeLGkoeR50jGEXM6EqseS.jpg,"[16, 28, 12, 878]",569094,en,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",264.33,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31,Spider-Man: Across the Spider-Verse,False,8.353,6577
False,/oX1tNrdqw7kv564QluIbP9yd47H.jpg,"[16, 28, 9648, 14, 35, 18, 27]",444483,ja,ヴァッサロード,"Charley, a cyborg vampire who does the Vatican's dirty work, is the thrall of the local vampire playboy Johnny Rayflo. As the two fight crime—and each other—hilarity, violence and sacrilege ensue! But can Charley resist his own desperate cravings for blood? Find out as the devilish duo go up aginst a childlike vampire princess, a mysterious branch of the Unitarian Church...and one another.",222.945,/vyzS55N83jgDtgMeyYJOD7ppYMz.jpg,2013-03-15,Vassalord.,False,5.0,10
False,/vblTCXOWUQGSc837vgbhDRi4HSc.jpg,"[28, 80, 35, 53]",955555,ko,범죄도시 3,"Detective Ma Seok-do changes his affiliation from the Geumcheon Police Station to the Metropolitan Investigation Team, in order to eradicate Japanese gangsters who enter Korea to commit heinous crimes.",239.828,/lW6IHrtaATxDKYVYoQGU5sh0OVm.jpg,2023-05-31,The Roundup: No Way Out,False,7.3,379
